cdid,hy,p_id,city_d,model_variant,year,firm_name_unique,sales,nameplate,displacement,power,weight,msrp,AT,sub_brand,suv,mpv,ev,country,petrol,length,cost_unit,width,height,range,population,quota_cost,quota_d,subsidy_local_net,s_c,import,size,ln_size,ln_length,ln_width,ln_height,ln_cost_unit,ln_power,ln_weight,prod_id,category,mkt_share,ln_p_net,mktn,firm_d,boc,euro,usa,korea,japan,brand_d,blp_firm_num,blp_mkt_num,blp_firm_power,blp_mkt_power,blp_firm_weight,blp_mkt_weight,blp_firm_length,blp_mkt_length,blp_firm_width,blp_mkt_width,blp_firm_height,blp_mkt_height,blp_firm_cost_unit,blp_mkt_cost_unit,blp_firm_size,blp_mkt_size,iv_mkt_length,iv_mkt_power,iv_mkt_cost_unit,iv_mkt_width,iv_mkt_weight,iv_mkt_height,iv_mkt_size,iv_mkt_msrp_hat,iv_local_length,iv_local_power,iv_local_cost_unit,iv_local_width,iv_local_weight,iv_local_height,iv_local_size,iv_local_msrp_hat,kw_100km,fuel_consumption,hhinc_mu,hhinc_sigma,hhinc_sigma_prov,odds,local_brand,etc,tesla,iv_cost,ln_c_w,survey_income,trprice,steel_hy,unwanted
27,3,1,1,1259,2017,上汽大众汽车有限公司,115,辉昂,1.984,165,1.815,34.9,0,上汽大众,0,0,0,Germany,1,5074,40.78579,1893,1489,0,1455,89109.8,1,0,0,0,9.605082,2.262292,8.531885,7.545918,7.30586,3.708334,5.105946,0.5960855,153,1,7.9e-06,3.779885,14,6,4,1,0,0,0,11,4.510859,6.893656,9.142276,11.67286,4.819741,7.27758,12.92345,15.32671,11.99795,14.39909,11.84178,14.26847,8.199433,10.65335,6.596741,9.018291,19.58097,15.19605,11.18579,16.22104,5.236777,17.14676,7.703322,11.59275,12.99528,9.770927,7.761883,10.75641,-0.2046371,12.70174,1.471478,6.299765,0,7,3.943291,-0.617668,0.5014153,0.04353833,1,0,0,2.640688,0,0,30.36079,4082.609,0
27,3,1,1,1256,2017,上汽大众汽车有限公司,193,桑塔纳浩纳,1.598,81,1.155,10.69,1,上汽大众,0,0,0,Germany,1,4282,38.57893,1706,1475,0,1455,88658.37,1,0,0,0,7.305092,1.988572,8.362176,7.441907,7.296413,3.652706,4.394449,0.1441003,158,1,1.33e-05,2.973274,10,6,4,1,0,0,0,11,4.510859,6.893656,9.151227,11.67286,4.825052,7.27758,12.92538,15.32671,11.9991,14.39909,11.84188,14.26847,8.200039,10.65335,6.599875,9.018291,18.98395,14.80821,11.33711,16.57904,5.185518,17.2496,7.388247,11.42907,13.81731,10.28982,7.745547,10.34458,0.5094377,12.59211,1.695598,7.065654,0,6.2,3.943291,-0.617668,0.5014153,0.04353833,1,0,0,1.663246,0,0,9.328093,4082.609,0
27,3,1,1,1790,2017,上汽通用五菱汽车股份有限公司,21,之光,1.206,60.3,1.015,3.08,0,上汽通用五菱,0,0,0,China,1,4100,37.33445,1510,1830,0,1455,89794.76,1,0,0,0,6.191,1.823097,8.318742,7.319865,7.512071,3.619916,4.099332,0.0148886,163,1,1.44e-06,2.489851,11,8,1,0,0,0,0,13,3.496508,6.950815,7.9687,11.72724,3.763964,7.332431,11.90977,15.38292,10.9524,14.4564,10.95075,14.31905,7.232172,10.70533,5.552321,9.074629,19.59687,15.34216,11.46076,18.39768,5.674562,18.17393,8.560576,11.84047,12.89508,9.256442,7.554677,-6.907755,-0.6154993,11.65461,-1.627194,6.747731,0,6,3.943291,-0.617668,0.5014153,0.04353833,0,0,0,0.7211891,0,0,2.625843,4082.609,0
27,3,1,1,1624,2017,上汽通用五菱汽车股份有限公司,54,560,1.798,101,1.41,8.78,0,上汽通用五菱,1,0,0,China,1,4620,43.85241,1810,1750,0,1455,90002.91,1,0,0,0,8.3622,2.123722,8.43815,7.501082,7.467371,3.78083,4.61512,0.3435897,171,2,3.71e-06,2.878091,15,8,1,0,0,0,0,13,3.496508,6.950815,7.954513,11.72724,3.754761,7.332431,11.90626,15.38292,10.94713,14.4564,10.95216,14.31905,7.227449,10.70533,5.543864,9.074629,18.19407,14.34154,11.18847,15.28865,4.337854,17.62184,6.303912,11.0028,14.77561,10.90289,7.558497,11.96668,0.9188718,12.76674,2.740999,7.760686,0,7.3,3.943291,-0.617668,0.5014153,0.04353833,0,0,0,2.204915,0,0,8.044088,4082.609,0
27,3,1,1,1503,2017,上汽通用五菱汽车股份有限公司,31,310W,1.485,82,1.21,4.98,0,上汽通用五菱,0,0,0,China,1,4620,37.87252,1710,1535,0,1455,89532,1,0,0,0,7.9002,2.066888,8.43815,7.444249,7.336286,3.634226,4.406719,0.1906204,172,1,2.13e-06,2.634274,13,8,1,0,0,0,0,13,3.496508,6.950815,7.961161,11.72724,3.759431,7.332431,11.90626,15.38292,10.94889,14.4564,10.95592,14.31905,7.231783,10.70533,5.54567,9.074629,18.19407,14.78202,11.40483,16.52384,4.97932,16.85258,6.596973,11.42557,14.77561,10.42184,7.616798,10.55675,0.652571,13.65627,2.668199,7.049693,0,6.5,3.943291,-0.617668,0.5014153,0.04353833,0,0,0,1.409001,0,0,4.180735,4082.609,0
27,3,1,1,1908,2017,上汽通用五菱汽车股份有限公司,77,荣光V,1.206,60.3,1.25,4.38,0,上汽通用五菱,1,0,0,Japan,1,4415,39.64738,1665,1850,0,1455,88809.39,1,0,0,0,7.350975,1.994833,8.392763,7.417581,7.522941,3.680025,4.099332,0.2231435,175,2,5.29e-06,2.584823,13,8,6,0,0,0,1,13,3.496508,6.950815,7.9687,11.72724,3.758499,7.332431,11.90765,15.38292,10.94968,14.4564,10.9504,14.31905,7.230499,10.70533,5.547812,9.074629,18.51579,15.34216,11.25064,17.09168,4.828757,18.29816,7.328377,11.59008,14.56791,9.256442,7.810173,10.01699,0.5203242,10.86813,2.048225,7.290249,0,6.6,3.943291,-0.617668,0.5014153,0.04353833,0,0,0,0.6899391,0,0,4.057175,4082.609,0
27,3,1,1,1893,2017,上汽通用五菱汽车股份有限公司,290,荣光,1.485,79,1.27,4.71,0,上汽通用五菱,0,0,0,China,1,4490,46.856,1615,1900,0,1455,89013.39,1,0,0,0,7.25135,1.981188,8.409608,7.38709,7.549609,3.847079,4.369448,0.2390169,176,1,1.99e-05,2.610903,16,8,1,0,0,0,0,13,3.496508,6.950815,7.962207,11.72724,3.758032,7.332431,11.90714,15.38292,10.95056,14.4564,10.94952,14.31905,7.225265,10.70533,5.5482,9.074629,18.3033,14.86079,11.42027,17.60158,4.75466,18.58527,7.457267,11.37978,14.64024,10.38191,7.425407,7.069024,0.4813731,10.95016,1.813757,7.069494,0,7.8,3.943291,-0.617668,0.5014153,0.04353833,0,0,0,1.392554,0,0,4.115561,4082.609,0
27,3,1,1,1878,2017,上汽通用五菱汽车股份有限公司,38,征程,1.485,79,1.615,6.6,0,上汽通用五菱,0,0,0,China,1,5090,51.62254,1745,1925,0,1455,88629.6,1,0,0,0,8.88205,2.184032,8.535033,7.46451,7.562681,3.943958,4.369448,0.479335,182,1,2.61e-06,2.738447,9,8,1,0,0,0,0,13,3.496508,6.950815,7.962207,11.72724,3.749951,7.332431,11.90309,15.38292,10.94828,14.4564,10.94909,14.31905,7.221789,10.70533,5.541829,9.074629,19.6303,14.86079,11.97669,16.00718,4.510942,18.71724,6.756807,10.97125,13.01367,10.38191,6.712956,11.0804,0.4790463,10.94708,2.347768,7.741385,0,8.4,3.943291,-0.617668,0.5014153,0.04353833,0,0,0,1.380383,0,0,5.745113,4082.609,0
27,3,1,1,1626,2017,上汽通用五菱汽车股份有限公司,14,560,1.798,101,1.47,10.58,1,上汽通用五菱,1,0,0,China,1,4620,44.9935,1810,1765,0,1455,87916,1,0,0,0,8.3622,2.123722,8.43815,7.501082,7.475906,3.806518,4.61512,0.3852624,192,2,9.62e-07,2.963808,9,8,1,0,0,0,0,13,3.496508,6.950815,7.954513,11.72724,3.753356,7.332431,11.90626,15.38292,10.94713,14.4564,10.95189,14.31905,7.22662,10.70533,5.543864,9.074629,18.19407,14.34154,11.2552,15.28865,4.274828,17.73156,6.303912,10.87678,14.77561,10.90289,7.545914,11.96668,0.8291084,12.35597,2.740999,7.517981,0,7.4,3.943291,-0.617668,0.5014153,0.04353833,0,0,0,2.138732,0,0,9.779754,4082.609,0
27,3,1,1,1930,2017,上汽通用汽车有限公司,66,CT6,1.998,198,1.655,43.99,1,上汽通用,0,0,0,USA,1,5179,49.15702,1879,1492,0,1455,89254.46,1,0,0,0,9.731341,2.275352,8.552367,7.538495,7.307873,3.89502,5.288267,0.503801,202,1,4.54e-06,3.968695,15,9,10,0,1,0,0,12,4.276666,6.912743,9.075551,11.6777,4.665578,7.289847,12.73311,15.34224,11.78266,14.4165,11.62836,14.2853,8.042589,10.66555,6.42501,9.032188,19.88982,15.94766,11.67927,16.00843,4.643092,17.12519,7.848645,11.72275,12.78218,9.103757,7.259254,11.41541,0.5837904,12.80394,1.56165,6.258097,0,7.9,3.943291,-0.617668,0.5014153,0.04353833,1,0,0,2.680207,0,0,38.25796,4082.609,0
27,3,1,1,2084,2017,上汽通用汽车有限公司,13,威朗,1.49,119,1.345,19.99,0,上汽通用,0,0,0,USA,1,4718,35.5419,1802,1471,0,1455,88971.31,1,0,0,0,8.501836,2.140282,8.45914,7.496653,7.293698,3.570712,4.779123,0.296394,203,1,8.93e-07,3.363396,2,9,10,0,1,0,0,12,4.276666,6.912743,9.08455,11.6777,4.668492,7.289847,12.73447,15.34224,11.78325,14.4165,11.62855,14.2853,8.046956,10.66555,6.427001,9.032188,18.37638,14.21223,11.66473,15.31079,4.49901,17.27945,6.356915,10.94786,14.66249,10.64711,7.434836,11.78182,0.8950282,12.63047,2.718197,7.71993,0,6.1,3.943291,-0.617668,0.5014153,0.04353833,1,0,0,1.403695,0,43939.5,17.27263,4082.609,0
27,3,1,1,2271,2017,上汽通用汽车有限公司,59,赛欧,1.349,73,1.045,6.39,0,上汽通用,0,0,0,USA,1,4300,32.22507,1735,1504,0,1455,87956.88,1,0,0,0,7.4605,2.009622,8.36637,7.458763,7.315884,3.472745,4.29046,0.0440169,206,1,4.05e-06,2.720353,14,9,10,0,1,0,0,12,4.276666,6.912743,9.089753,11.6777,4.671304,7.289847,12.7357,15.34224,11.78376,14.4165,11.62825,14.2853,8.048018,10.66555,6.428683,9.032188,18.91923,15.01861,12.06386,16.15961,5.575315,17.04126,7.182388,11.70696,14.01503,10.40721,7.022307,11.23316,-0.6246403,13.27162,2.04189,7.187122,0,5.3,3.943291,-0.617668,0.5014153,0.04353833,1,0,0,1.019709,0,33456.2,5.730739,4082.609,0
27,3,1,1,2108,2017,上汽通用汽车有限公司,35,探界者,1.49,127,1.625,21.99,1,上汽通用,1,0,0,USA,1,4652,40.73736,1843,1688,0,1455,89638.34,1,0,0,0,8.573636,2.148692,8.445052,7.51915,7.4313,3.707146,4.844187,0.4855078,207,2,2.41e-06,3.432497,10,9,10,0,1,0,0,12,4.276666,6.912743,9.083643,11.6777,4.665861,7.289847,12.73466,15.34224,11.78294,14.4165,11.62661,14.2853,8.045292,10.66555,6.426885,9.032188,18.23153,14.29094,11.18789,15.4918,4.542387,17.15871,6.409043,10.97349,14.58262,10.704,7.739357,11.58476,0.5586353,12.89431,2.87414,7.10159,0,6.7,3.943291,-0.617668,0.5014153,0.04353833,1,0,0,1.424849,0,0,20.11553,4082.609,0
27,3,1,1,1971,2017,上汽通用汽车有限公司,118,GL8,2.384,134,1.86,28.99,1,上汽通用,0,0,0,USA,1,5266,62.68451,1878,1772,0,1455,89653.48,1,0,0,0,9.889548,2.291478,8.569026,7.537962,7.479864,4.138114,4.89784,0.6205765,215,1,8.11e-06,3.63641,11,9,10,0,1,0,0,12,4.276666,6.912743,9.082848,11.6777,4.663647,7.289847,12.73285,15.34224,11.78267,14.4165,11.62586,14.2853,8.038231,10.66555,6.424754,9.032188,20.12055,14.41587,13.11388,15.99311,5.399023,17.78191,8.020467,11.43769,12.19755,10.20749,5.492061,11.32493,-0.3480962,12.24352,0.8077827,6.497007,0,10.2,3.943291,-0.617668,0.5014153,0.04353833,1,0,0,3.655988,0,0,25.20548,4082.609,0
27,3,1,1,2261,2017,上汽通用汽车有限公司,296,英朗,1.485,81,1.225,10.99,0,上汽通用,0,0,0,USA,1,4587,34.84548,1798,1463,0,1455,87926.3,1,0,0,0,8.247426,2.109901,8.430982,7.49443,7.288244,3.550924,4.394449,0.2029408,226,1,2.03e-05,2.984804,16,9,10,0,1,0,0,12,4.276666,6.912743,9.08885,11.6777,4.669618,7.289847,12.73485,15.34224,11.78328,14.4165,11.62862,14.2853,8.047179,10.66555,6.427412,9.032188,18.18218,14.80821,11.7481,15.33251,4.922688,17.33951,6.313814,11.41161,14.77843,10.28982,7.383483,11.74386,0.641349,12.64029,2.69468,7.039188,0,5.6,3.943291,-0.617668,0.5014153,0.04353833,1,0,0,1.358079,0,28046.5,9.665215,4082.609,0
27,3,1,1,1972,2017,上汽通用汽车有限公司,68,GL8,2.384,123,1.93,28.99,1,上汽通用,0,0,0,USA,1,5213,64.71304,1847,1750,0,1455,87685,1,0,0,0,9.628411,2.264718,8.55891,7.521318,7.467371,4.169963,4.812184,0.65752,239,1,4.67e-06,3.631211,2,9,10,0,1,0,0,12,4.276666,6.912743,9.084097,11.6777,4.662986,7.289847,12.73301,15.34224,11.78291,14.4165,11.62606,14.2853,8.037576,10.66555,6.425177,9.032188,19.98256,14.24172,13.27889,15.54119,5.638228,17.62184,7.730735,11.43132,12.30435,10.6274,4.60141,11.68579,-0.4647694,12.76674,1.539036,6.519125,0,10.4,3.943291,-0.617668,0.5014153,0.04353833,1,0,0,3.59356,0,0,25.65474,4082.609,0
27,3,1,1,2270,2017,上汽通用汽车有限公司,122,赛欧,1.349,73,1.057,5.99,1,上汽通用,0,0,0,USA,1,4300,32.57136,1735,1504,0,1455,88852.43,1,0,0,0,7.4605,2.009622,8.36637,7.458763,7.315884,3.483433,4.29046,0.0554347,241,1,8.38e-06,2.699698,7,9,10,0,1,0,0,12,4.276666,6.912743,9.089753,11.6777,4.671192,7.289847,12.7357,15.34224,11.78376,14.4165,11.62825,14.2853,8.047907,10.66555,6.428683,9.032188,18.91923,15.01861,12.02259,16.15961,5.534723,17.04126,7.182388,11.62801,14.01503,10.40721,7.005375,11.23316,-0.7133479,13.27162,2.04189,7.276304,0,5.3,3.943291,-0.617668,0.5014153,0.04353833,1,0,0,1.04811,0,33456.2,6.312015,4082.609,0
27,3,1,1,2206,2017,上汽通用汽车有限公司,642,科沃兹,1.485,80,1.225,8.89,1,上汽通用,0,0,0,USA,1,4544,35.26518,1779,1467,0,1455,88510.65,1,0,0,0,8.083776,2.089859,8.421563,7.483807,7.290975,3.562896,4.382027,0.2029408,254,1,4.41e-05,2.875882,17,9,10,0,1,0,0,12,4.276666,6.912743,9.088964,11.6777,4.669618,7.289847,12.73498,15.34224,11.78343,14.4165,11.62858,14.2853,8.047045,10.66555,6.427677,9.032188,18.20872,14.83448,11.69771,15.51504,4.922688,17.30943,6.407805,11.3384,14.87776,10.4196,7.4917,11.8518,0.641349,12.61411,2.919119,7.122458,0,5.8,3.943291,-0.617668,0.5014153,0.04353833,1,0,0,1.37661,0,0,7.917957,4082.609,0
27,3,1,1,2003,2017,上汽通用汽车有限公司,1189,XTS,1.998,193,1.84,34.99,1,上汽通用,0,0,0,USA,1,5131,50.69091,1852,1501,0,1455,88757.09,1,0,0,0,9.502612,2.251567,8.543056,7.524022,7.313887,3.925746,5.26269,0.6097656,255,1,8.17e-05,3.781133,17,9,10,0,1,0,0,12,4.276666,6.912743,9.076123,11.6777,4.663835,7.289847,12.73325,15.34224,11.78287,14.4165,11.62828,14.2853,8.042095,10.66555,6.425381,9.032188,19.75295,15.84556,11.86418,15.6074,5.327658,17.06184,7.579901,12.14357,13.29966,9.188606,7.030445,11.75513,-0.2819254,13.12237,1.451524,5.626437,0,8.7,3.943291,-0.617668,0.5014153,0.04353833,1,0,0,2.664434,0,0,30.61731,4082.609,0
27,3,1,1,1959,2017,上汽通用汽车有限公司,208,GL8,1.998,186,1.91,32.99,1,上汽通用,0,0,0,USA,1,5203,54.85865,1878,1809,0,1455,87935.5,1,0,0,0,9.771234,2.279443,8.556991,7.537962,7.500529,4.00476,5.225747,0.6471033,259,1,1.43e-05,3.732503,16,9,10,0,1,0,0,12,4.276666,6.912743,9.076923,11.6777,4.663175,7.289847,12.73304,15.34224,11.78267,14.4165,11.62553,14.2853,8.040754,10.66555,6.424946,9.032188,19.95563,15.69568,12.35273,15.99311,5.57163,18.03742,7.893029,12.21991,12.37764,8.926119,6.529532,11.32493,-0.5123752,12.00319,1.276995,5.661058,0,8.8,3.943291,-0.617668,0.5014153,0.04353833,1,0,0,2.638379,0,0,28.83661,4082.609,0
27,3,1,1,2533,2017,上海汽车集团股份有限公司乘用车分公司,588,RX5,1.49,124,1.468,9.98,0,上海汽车,1,0,0,China,1,4545,40.84882,1855,1690,0,1455,88576.42,1,0,0,0,8.430975,2.131912,8.421783,7.52564,7.432484,3.709878,4.820282,0.3839009,289,2,4.04e-05,2.935857,17,10,1,0,0,0,0,14,3.401197,6.953684,8.069343,11.72425,3.76836,7.332011,11.82535,15.38534,10.91011,14.45746,10.75818,14.32515,7.130678,10.70825,5.519431,9.075328,18.20758,14.25227,11.18316,15.64905,4.275343,17.17327,6.321439,10.83967,14.87276,10.69301,7.742324,11.62493,0.8569067,12.88005,2.692691,7.277713,0,6.8,3.943291,-0.617668,0.5014153,0.04353833,1,0,0,1.391172,0,0,9.239335,4082.609,0
27,3,1,1,2342,2017,上海汽车集团股份有限公司乘用车分公司,35,950,1.998,113,1.705,18.89,1,上海汽车,0,0,0,China,1,4996,59.22241,1857,1502,0,1455,89006.75,1,0,0,0,9.277572,2.2276,8.516393,7.526718,7.314553,4.0813,4.727388,0.5335651,298,1,2.41e-06,3.324701,2,10,1,0,0,0,0,14,3.401197,6.953684,8.07278,11.72425,3.762873,7.332011,11.82205,15.38534,10.91008,14.45746,10.76217,14.32515,7.115867,10.70825,5.516032,9.075328,19.32866,14.20866,12.80335,15.67748,4.824667,17.05494,7.29228,10.93295,13.78754,10.56953,5.348168,11.64098,0.3303033,13.16236,2.064316,7.173028,0,9.5,3.943291,-0.617668,0.5014153,0.04353833,1,0,0,2.672352,0,16331.8,16.36071,4082.609,0
27,3,1,1,2605,2017,上海汽车集团股份有限公司乘用车分公司,13,锐腾,1.995,162,1.642,17.97,0,上海汽车,1,0,0,China,1,4500,48.54977,1855,1675,0,1455,89052.46,1,0,0,0,8.3475,2.121962,8.411833,7.52564,7.423568,3.882589,5.087596,0.495915,299,2,8.93e-07,3.291206,3,10,1,0,0,0,0,14,3.401197,6.953684,8.057378,11.72425,3.764335,7.332011,11.82568,15.38534,10.91011,14.45746,10.7585,14.32515,7.124497,10.70825,5.519766,9.075328,18.28128,15.11912,11.60763,15.64905,4.598416,17.06634,6.30243,11.16122,14.6679,9.616339,7.181498,11.62493,0.6263025,12.90756,2.723541,6.753448,0,7.9,3.943291,-0.617668,0.5014153,0.04353833,1,0,0,2.666316,0,0,16.50438,4082.609,0
27,3,1,1,2665,2017,东南(福建)汽车工业有限公司,348,DX3,1.499,115,1.34,8.49,1,东南汽车,1,0,0,China,1,4354,45.60152,1840,1654,0,1455,88811.34,1,0,0,0,8.01136,2.080861,8.37885,7.517521,7.410952,3.819941,4.744932,0.2926696,306,2,2.39e-05,2.85481,17,12,1,0,0,0,0,15,2.302585,6.972606,6.991177,11.74124,2.642978,7.351052,10.71226,15.40429,9.820106,14.4764,9.692952,14.34351,6.109352,10.72586,4.414404,9.094293,18.72519,14.20431,11.30254,15.45725,4.514326,16.92936,6.474114,10.91803,14.1056,10.4644,7.512693,11.80965,0.9465886,12.91114,3.063841,7.692803,0,7.5,3.943291,-0.617668,0.5014153,0.04353833,0,0,0,1.421078,0,0,7.855274,4082.609,0
27,3,1,1,2681,2017,东南(福建)汽车工业有限公司,29,DX7,1.499,115,1.485,9.69,1,东南汽车,1,0,0,China,1,4530,51.62254,1900,1700,0,1455,89850,1,0,0,0,8.607,2.152576,8.418477,7.549609,7.438384,3.943958,4.744932,0.3954148,313,2,1.99e-06,2.927186,14,12,1,0,0,0,0,15,2.302585,6.972606,6.991177,11.74124,2.632608,7.351052,10.70833,15.40429,9.81684,14.4764,9.690108,14.34351,6.095883,10.72586,4.40717,9.094293,18.22718,14.20431,11.97669,16.3248,4.274594,17.247,6.438135,10.83298,14.89416,10.4644,6.712956,10.67987,0.7795263,12.86265,3.016516,7.256629,0,8.4,3.943291,-0.617668,0.5014153,0.04353833,0,0,0,1.454018,0,0,8.900384,4082.609,0
27,3,1,1,2752,2017,东风小康汽车有限公司,137,风光580,1.498,110,1.51,8.4,1,东风汽车,1,0,0,China,1,4680,41.9511,1845,1715,0,1455,88652.14,1,0,0,0,8.6346,2.155777,8.451054,7.520235,7.447168,3.736505,4.70048,0.4121096,319,2,9.42e-06,2.848694,10,13,1,0,0,0,0,20,1.098612,6.979145,5.693732,11.74755,1.457451,7.357189,9.541441,15.41053,8.596929,14.48308,8.560253,14.34993,4.875692,10.73293,3.224612,9.100658,18.28313,14.22539,11.15487,15.51605,4.28836,17.35947,6.464264,10.83195,14.66437,10.65773,7.639865,11.52099,0.6901091,12.95411,2.965842,7.245095,0,7.2,3.943291,-0.617668,0.5014153,0.04353833,0,0,0,1.413534,0,0,8.236611,4082.609,0
27,3,1,1,2883,2017,东风悦达起亚汽车有限公司,186,K5,1.591,132.4,1.541,16.98,0,东风悦达起亚,0,0,0,Korea,1,4855,41.17512,1860,1475,0,1455,88937.49,1,0,0,0,9.0303,2.200586,8.487764,7.528332,7.296413,3.717834,4.885828,0.4324315,337,1,1.28e-05,3.253229,16,14,7,0,0,1,0,17,2.944439,6.964136,7.640748,11.73316,3.260517,7.343184,11.36361,15.39574,10.4394,14.46821,10.27798,14.33599,6.660542,10.71866,5.044091,9.086005,18.83227,14.38366,11.17122,15.72095,4.328883,17.2496,6.957146,10.84595,13.89874,10.28467,7.773793,11.49198,0.7061409,12.59211,2.125036,7.254106,0,6.7,3.943291,-0.617668,0.5014153,0.04353833,0,0,0,1.654632,0,0,14.84327,4082.609,0
27,3,1,1,3090,2017,东风本田汽车有限公司,46,思域,0.988,92,1.256,12.79,1,东风本田,0,0,0,Japan,1,4649,30.7277,1800,1416,0,1455,88417.5,1,0,0,0,8.3682,2.124439,8.444407,7.495542,7.255591,3.425164,4.521789,0.2279321,341,1,3.16e-06,3.074162,17,15,6,0,0,0,1,19,3.401197,6.953684,8.199464,11.72091,3.758685,7.332422,11.84623,15.38472,10.90106,14.45775,10.73291,14.32602,7.059639,10.71039,5.53159,9.074986,18.227,14.53026,12.23875,15.3208,4.806396,17.69051,6.304749,11.17352,14.60708,11.05001,6.559856,11.74016,0.4896801,13.51459,2.705758,7.416442,0,5,3.943291,-0.617668,0.5014153,0.04353833,0,0,0,0.1335699,0,18968.1,11.1382,4082.609,0
27,3,1,1,3142,2017,东风本田汽车有限公司,30,竞瑞,1.498,96,1.109,8.99,1,东风本田,0,0,0,Japan,1,4517,33.6402,1705,1477,0,1455,89887.6,1,0,0,0,7.701485,2.041413,8.415604,7.44132,7.297768,3.515722,4.564348,0.1034587,347,1,2.06e-06,2.889191,17,15,6,0,0,0,1,19,3.401197,6.953684,8.198364,11.72091,3.762107,7.332422,11.84717,15.38472,10.90281,14.45775,10.73158,14.32602,7.057133,10.71039,5.534226,9.074986,18.2483,14.43983,11.89391,16.5927,5.35312,17.23474,6.853713,11.36388,14.80779,11.18235,7.186584,10.36992,0.1489336,12.61294,2.273733,7.070483,0,5.6,3.943291,-0.617668,0.5014153,0.04353833,0,0,0,1.452715,0,0,8.015109,4082.609,0
27,3,1,1,3144,2017,东风本田汽车有限公司,60,竞瑞,1.498,96,1.131,9.99,1,东风本田,0,0,0,Japan,1,4517,34.41502,1705,1477,0,1455,88663.37,1,0,0,0,7.701485,2.041413,8.415604,7.44132,7.297768,3.538493,4.564348,0.1231022,349,1,4.12e-06,2.936849,17,15,6,0,0,0,1,19,3.401197,6.953684,8.198364,11.72091,3.761595,7.332422,11.84717,15.38472,10.90281,14.45775,10.73158,14.32602,7.056466,10.71039,5.534226,9.074986,18.2483,14.43983,11.80009,16.5927,5.273688,17.23474,6.853713,11.33099,14.80779,11.18235,7.34656,10.36992,0.5037624,12.61294,2.273733,7.128698,0,5.6,3.943291,-0.617668,0.5014153,0.04353833,0,0,0,1.41389,0,0,8.930645,4082.609,0
27,3,1,1,3022,2017,东风本田汽车有限公司,10,UR-V,1.498,142,1.734,24.68,1,东风本田,1,0,0,Japan,1,4825,41.9511,1942,1670,0,1455,89599.7,1,0,0,0,9.37015,2.237529,8.481566,7.571474,7.420579,3.736505,4.955827,0.5504309,350,2,6.87e-07,3.515715,8,15,6,0,0,0,1,19,3.401197,6.953684,8.185629,11.72091,3.747478,7.332422,11.84497,15.38472,10.89844,14.45775,10.72736,14.32602,7.04995,10.71039,5.527614,9.074986,18.72474,14.59955,11.15487,16.8917,4.933648,17.03211,7.41321,11.32193,14.19977,9.817867,7.639865,9.665674,0.2784231,12.87992,1.44176,6.616416,0,7.2,3.943291,-0.617668,0.5014153,0.04353833,0,0,0,1.443585,0,0,22.34707,4082.609,0
27,3,1,1,3064,2017,东风本田汽车有限公司,13,XR-V,1.799,100,1.28,13.98,1,东风本田,1,0,0,Japan,1,4270,40.56057,1772,1605,0,1455,89893.39,1,0,0,0,7.56644,2.023723,8.359369,7.479864,7.380879,3.702796,4.60517,0.2468601,352,2,8.93e-07,3.13416,12,15,6,0,0,0,1,19,3.401197,6.953684,8.197264,11.72091,3.758126,7.332422,11.84894,15.38472,10.90158,14.45775,10.72878,14.32602,7.051155,10.71039,5.53476,9.074986,19.02689,14.35961,11.19607,15.60628,4.718193,16.72297,7.038197,11.08508,13.82486,10.92352,7.862875,11.64506,0.541006,12.64684,2.120844,7.604833,0,6.6,3.943291,-0.617668,0.5014153,0.04353833,0,0,0,2.203937,0,47426.6,12.73088,4082.609,0
27,3,1,1,3150,2017,东风本田汽车有限公司,22,艾力绅,2.354,133,1.936,33.58,1,东风本田,0,0,0,Japan,1,4935,47.45671,1845,1805,0,1455,89864.91,1,0,0,0,9.105075,2.208832,8.504107,7.520235,7.498316,3.859818,4.890349,0.660624,353,1,1.51e-06,3.751067,9,15,6,0,0,0,1,19,3.401197,6.953684,8.188133,11.72091,3.742705,7.332422,11.84418,15.38472,10.90023,14.45775,10.72439,14.32602,7.045162,10.71039,5.528667,9.074986,19.11864,14.39552,11.48391,15.51605,5.65793,18.01071,7.059542,11.64633,13.95576,10.33782,7.346421,11.52099,-0.5659279,12.17283,2.166681,6.249602,0,7.9,3.943291,-0.617668,0.5014153,0.04353833,0,0,0,3.587838,0,34646.8,29.01806,4082.609,0
27,3,1,1,3040,2017,东风本田汽车有限公司,1002,XR-V,1.498,96,1.197,12.78,1,东风本田,1,0,0,Japan,1,4270,36.25869,1772,1605,0,1455,89003.06,1,0,0,0,7.56644,2.023723,8.359369,7.479864,7.380879,3.590679,4.564348,0.1798184,356,2,6.89e-05,3.076404,17,15,6,0,0,0,1,19,3.401197,6.953684,8.198364,11.72091,3.76006,7.332422,11.84894,15.38472,10.90158,14.45775,10.72878,14.32602,7.054875,10.71039,5.53476,9.074986,19.02689,14.43983,11.58074,15.60628,5.028378,16.72297,7.038197,11.23368,13.82486,11.18235,7.549774,11.64506,0.7242054,12.64684,2.120844,7.286796,0,5.9,3.943291,-0.617668,0.5014153,0.04353833,0,0,0,1.424663,0,47426.6,13.53245,4082.609,0
